"year","Parent.Organization","State.Name","Enrolled.x","Enrolled.y","percent"
2013,"Humana Inc.","north carolina",336712,72497,21
2013,"Humana Inc.","north dakota",15004,2970,19
2013,"Humana Inc.","ohio",765635,198713,25
2013,"Humana Inc.","oklahoma",103679,25529,24
2013,"Humana Inc.","oregon",291495,2869,0
2013,"Humana Inc.","pennsylvania",950571,32217,3
2013,"Humana Inc.","rhode island",68647,29,0
2013,"Humana Inc.","south carolina",174244,60211,34
2013,"Humana Inc.","south dakota",20724,7341,35
2013,"Humana Inc.","tennessee",348950,110617,31
2013,"Humana Inc.","texas",910400,205111,22
2013,"Humana Inc.","utah",104151,9909,9
2013,"Humana Inc.","vermont",8605,322,3
2013,"Humana Inc.","virginia",186315,107245,57
2013,"Humana Inc.","washington",313325,33095,10
2013,"Humana Inc.","west virginia",88458,63853,72
2013,"Humana Inc.","wisconsin",332992,60977,18
2013,"Humana Inc.","wyoming",2169,14,0
2014,"Humana Inc.","alabama",224315,43042,19
2014,"Humana Inc.","alaska",104,25,24
2014,"Humana Inc.","arizona",408465,58379,14
2014,"Humana Inc.","arkansas",110423,40945,37
2014,"Humana Inc.","california",2142467,38318,1
2014,"Humana Inc.","colorado",269776,35448,13
2014,"Humana Inc.","connecticut",148702,414,0
2014,"Humana Inc.","delaware",12892,629,4
2014,"Humana Inc.","district of columbia",10141,36,0
2014,"Humana Inc.","florida",1424752,530660,37
2014,"Humana Inc.","georgia",419075,94272,22
2014,"Humana Inc.","hawaii",109978,4481,4
2014,"Humana Inc.","idaho",83294,8683,10
2014,"Humana Inc.","illinois",368246,91414,24
2014,"Humana Inc.","indiana",249449,78622,31
2014,"Humana Inc.","iowa",78746,19784,25
2014,"Humana Inc.","kansas",60405,27816,46
2014,"Humana Inc.","kentucky",202267,146852,72
2014,"Humana Inc.","louisiana",217238,134915,62
2014,"Humana Inc.","maine",60444,4390,7
2014,"Humana Inc.","maryland",77555,862,1
2014,"Humana Inc.","massachusetts",242540,506,0
2014,"Humana Inc.","michigan",563867,58021,10
2014,"Humana Inc.","minnesota",460420,35713,7
2014,"Humana Inc.","mississippi",71436,43423,60
2014,"Humana Inc.","missouri",291434,60059,20
2014,"Humana Inc.","montana",32523,7401,22
2014,"Humana Inc.","nebraska",33998,8035,23
2014,"Humana Inc.","nevada",138197,43172,31
2014,"Humana Inc.","new hampshire",16430,3350,20
2014,"Humana Inc.","new jersey",223606,978,0
2014,"Humana Inc.","new mexico",110004,13945,12
2014,"Humana Inc.","new york",1176533,11262,0
2014,"Humana Inc.","north carolina",485043,114324,23
2014,"Humana Inc.","north dakota",16502,1979,11
2014,"Humana Inc.","ohio",814261,222587,27
2014,"Humana Inc.","oklahoma",107613,28546,26
2014,"Humana Inc.","oregon",312052,3535,1
2014,"Humana Inc.","pennsylvania",981440,34645,3
2014,"Humana Inc.","rhode island",71248,17,0
2014,"Humana Inc.","south carolina",198034,76151,38
2014,"Humana Inc.","south dakota",24097,7029,29
2014,"Humana Inc.","tennessee",386520,122128,31
2014,"Humana Inc.","texas",1016374,237841,23
2014,"Humana Inc.","utah",108904,9237,8
2014,"Humana Inc.","vermont",8850,37,0
2014,"Humana Inc.","virginia",212189,128535,60
2014,"Humana Inc.","washington",336684,30807,9
2014,"Humana Inc.","west virginia",96994,67202,69
2014,"Humana Inc.","wisconsin",360493,63850,17
2014,"Humana Inc.","wyoming",2147,131,6
2015,"Humana Inc.","alabama",242189,47988,19
2015,"Humana Inc.","alaska",122,14,11
2015,"Humana Inc.","arizona",430294,61237,14
2015,"Humana Inc.","arkansas",117055,44117,37
2015,"Humana Inc.","california",2284606,63553,2
2015,"Humana Inc.","colorado",286674,39518,13
2015,"Humana Inc.","connecticut",160500,343,0
2015,"Humana Inc.","delaware",14091,1266,8
2015,"Humana Inc.","district of columbia",11416,36,0
2015,"Humana Inc.","florida",1599064,594017,37
2015,"Humana Inc.","georgia",474076,104386,22
2015,"Humana Inc.","hawaii",112204,11975,10
2015,"Humana Inc.","idaho",89555,8563,9
2015,"Humana Inc.","illinois",426000,106481,24
2015,"Humana Inc.","indiana",269962,97940,36
2015,"Humana Inc.","iowa",83006,20433,24
2015,"Humana Inc.","kansas",63012,30634,48
2015,"Humana Inc.","kentucky",219236,131328,59
2015,"Humana Inc.","louisiana",237427,154369,65
2015,"Humana Inc.","maine",69358,4659,6
2015,"Humana Inc.","maryland",78019,1913,2
2015,"Humana Inc.","massachusetts",253051,453,0
2015,"Humana Inc.","michigan",632185,60725,9
2015,"Humana Inc.","minnesota",490924,34015,6
2015,"Humana Inc.","mississippi",79724,51932,65
2015,"Humana Inc.","missouri",317978,72256,22
2015,"Humana Inc.","montana",35791,7001,19
2015,"Humana Inc.","nebraska",35364,5547,15
2015,"Humana Inc.","nevada",148473,49319,33
2015,"Humana Inc.","new hampshire",17745,2982,16
2015,"Humana Inc.","new jersey",226455,938,0
2015,"Humana Inc.","new mexico",116663,15357,13
2015,"Humana Inc.","new york",1237319,13810,1
2015,"Humana Inc.","north carolina",521333,162051,31
2015,"Humana Inc.","north dakota",19203,1666,8
2015,"Humana Inc.","ohio",880750,239478,27
2015,"Humana Inc.","oklahoma",112624,32610,28
2015,"Humana Inc.","oregon",328881,3910,1
2015,"Humana Inc.","pennsylvania",1006341,41530,4
2015,"Humana Inc.","rhode island",71257,16,0
2015,"Humana Inc.","south carolina",214991,95249,44
2015,"Humana Inc.","south dakota",28353,5805,20
2015,"Humana Inc.","tennessee",421019,127185,30
2015,"Humana Inc.","texas",1149635,274623,23
2015,"Humana Inc.","utah",114868,8371,7
2015,"Humana Inc.","vermont",9306,36,0
2015,"Humana Inc.","virginia",238813,140365,58
2015,"Humana Inc.","washington",353791,32451,9
2015,"Humana Inc.","west virginia",100867,70841,70
2015,"Humana Inc.","wisconsin",395764,73476,18
2015,"Humana Inc.","wyoming",2267,132,5
